CustomerKey,First Name,Last Name,Full Name,Gender,Date First Purchase,Customer City
29302,Carolyn,Fernandez,Carolyn Fernandez,Female,06-05-2024,Geelong
29301,Alvin,Nath,Alvin Nath,Male,25-04-2024,Milsons Point
29300,Joe,Madan,Joe Madan,Male,27-05-2024,Brisbane
29299,Bethany,Kumar,Bethany Kumar,Female,06-11-2024,Silverwater
29298,Diana,Moreno,Diana Moreno,Female,24-10-2024,Malabar
29297,Nina,Pal,Nina Pal,Female,09-10-2024,Wollongong
29296,Nichole,Luo,Nichole Luo,Female,05-11-2024,Sydney
29295,Glenn,Li,Glenn Li,Male,29-04-2024,St. Leonards
29294,Allison,Cooper,Allison Cooper,Female,28-10-2024,Townsville
29293,Nuan,Wu,Nuan Wu,Male,14-04-2024,Hawthorne
29292,Diana,Dominguez,Diana Dominguez,Female,07-04-2024,Geelong
29291,Nancy,Subram,Nancy Subram,Female,29-09-2024,Hervey Bay
29290,Troy,Garcia,Troy Garcia,Male,12-02-2024,Goulburn
29289,Devon,Raje,Devon Raje,Male,03-04-2024,Brisbane
29288,Glenn,Lin,Glenn Lin,Male,25-01-2025,Darlinghurst
29287,Suzanne,Lin,Suzanne Lin,Female,31-01-2024,Cloverdale
29286,Rodney,Alvarez,Rodney Alvarez,Male,24-03-2024,Cloverdale
29285,Thomas,Adams,Thomas Adams,Male,10-08-2022,Beverly Hills
29284,Riley,Hughes,Riley Hughes,Female,11-12-2024,Ballard
29283,Jeff,Smith,Jeff Smith,Male,01-06-2024,Concord
29282,Taylor,Jackson,Taylor Jackson,Female,30-12-2024,Sooke
29281,Charles,Anderson,Charles Anderson,Male,25-04-2023,Vancouver
29280,Erin,Cook,Erin Cook,Female,22-08-2022,Walla Walla
29279,Hailey,Turner,Hailey Turner,Female,17-08-2022,Lemon Grove
29278,Janet,Scott,Janet Scott,Female,12-07-2022,Long Beach
29277,Samantha,Mohamed,Samantha Mohamed,Female,02-03-2024,Oak Bay
29276,Sydney,Flores,Sydney Flores,Female,14-07-2022,Puyallup
29275,Taylor,Thomas,Taylor Thomas,Female,06-07-2022,Spring Valley
29274,Miguel,Green,Miguel Green,Male,05-07-2022,Lemon Grove
29273,Timothy,Lopez,Timothy Lopez,Male,26-08-2024,Bellflower
29272,Alex,King,Alex King,Male,26-08-2024,Bellflower
29271,Antonio,Henderson,Antonio Henderson,Male,11-05-2024,W. Linn
29270,Carlos,Allen,Carlos Allen,Male,25-08-2024,Spokane
29269,Vanessa,Griffin,Vanessa Griffin,Female,05-10-2024,Lebanon
29268,Marcus,Thomas,Marcus Thomas,Male,19-02-2024,Edmonds
29267,Jordan,Perez,Jordan Perez,Female,24-07-2024,Shawnee
29266,Lucas,Anderson,Lucas Anderson,Male,05-04-2024,Langford
29265,Marissa,Diaz,Marissa Diaz,Female,31-07-2022,Daly City
29264,Riley,Brooks,Riley Brooks,Female,11-07-2022,Coronado
29263,Nathan,Li,Nathan Li,Male,28-11-2024,Beverly Hills
29262,Cassie,Raje,Cassie Raje,Female,24-01-2025,Beaverton
29261,Robert,Turner,Robert Turner,Male,23-07-2022,San Gabriel
29260,Ricky,Carlson,Ricky Carlson,Male,10-09-2024,Colma
29259,Jonathan,Davis,Jonathan Davis,Male,05-10-2024,Royal Oak
29258,Makayla,James,Makayla James,Female,30-07-2022,Yakima
29257,Jeremiah,Russell,Jeremiah Russell,Male,19-10-2024,Oakland
29256,Noah,Harris,Noah Harris,Male,19-03-2024,Vancouver
29255,Kyle,Washington,Kyle Washington,Male,01-07-2022,Torrance
29254,Erin,Sanchez,Erin Sanchez,Female,17-07-2022,Edmonds
29253,Savannah,Green,Savannah Green,Female,16-06-2024,San Francisco
29252,Alex,Parker,Alex Parker,Male,30-07-2022,Palo Alto
29251,Mandy,Zhou,Mandy Zhou,Female,03-04-2024,Beverly Hills
29250,Anthony,Williams,Anthony Williams,Male,25-04-2024,Yakima
29249,Austin,Long,Austin Long,Male,17-02-2024,Sedro Woolley
29248,Jonathan,Martin,Jonathan Martin,Male,15-02-2024,Redmond
29247,Sara,Gray,Sara Gray,Female,15-02-2024,Langford
29246,Thomas,Williams,Thomas Williams,Male,30-09-2024,San Diego
29245,Angel,Roberts,Angel Roberts,Male,04-12-2024,Palo Alto
29244,Eric,Ross,Eric Ross,Male,06-01-2025,Chula Vista
29243,Jared,Torres,Jared Torres,Male,25-10-2024,Bellflower
29242,Blake,Thomas,Blake Thomas,Male,26-07-2022,Yakima
29241,Sophia,Evans,Sophia Evans,Female,28-03-2024,Bellingham
29240,Madeline,Allen,Madeline Allen,Female,20-12-2024,Westminster
29239,Samantha,Miller,Samantha Miller,Female,22-07-2022,Torrance
29238,Xavier,Powell,Xavier Powell,Male,17-07-2022,Torrance
29237,Jennifer,Jenkins,Jennifer Jenkins,Female,30-07-2022,Lakewood
29236,Eric,Young,Eric Young,Male,09-07-2022,El Cajon
29235,Isaiah,Rogers,Isaiah Rogers,Male,16-08-2024,El Cajon
29234,Kevin,Lopez,Kevin Lopez,Male,09-07-2024,Daly City
29233,Caitlin,Sanders,Caitlin Sanders,Female,23-10-2024,Olympia
29232,Samantha,Simmons,Samantha Simmons,Female,01-04-2024,Milwaukie
29231,Brittany,Simmons,Brittany Simmons,Female,06-11-2024,Victoria
29230,Kaitlyn,Diaz,Kaitlyn Diaz,Female,27-02-2024,Haney
29229,Lance,Moreno,Lance Moreno,Male,07-09-2024,Cliffside
29228,Courtney,Campbell,Courtney Campbell,Female,18-02-2024,Newport Beach
29227,Levi,Patel,Levi Patel,Male,12-11-2024,Chula Vista
29226,Katherine,Lee,Katherine Lee,Female,18-07-2024,Redmond
29225,Matthew,Lee,Matthew Lee,Male,31-07-2022,Port Orchard
29224,Kaylee,Bailey,Kaylee Bailey,Female,05-03-2024,Concord
29223,Angel,Phillips,Angel Phillips,Male,28-07-2022,Bremerton
29222,Evan,Perez,Evan Perez,Male,12-07-2022,Torrance
29221,Kelly,Bennett,Kelly Bennett,Female,20-07-2022,Oakland
29220,Melinda,Ramos,Melinda Ramos,Female,05-08-2024,Colma
29219,Darren,Arun,Darren Arun,Male,21-01-2025,Chula Vista
29218,Brandon,Moore,Brandon Moore,Male,30-08-2024,W. Linn
29217,Alexis,Wilson,Alexis Wilson,Female,20-04-2024,Tacoma
29216,Antonio,Wood,Antonio Wood,Male,27-01-2025,Lebanon
29215,Abigail,Barnes,Abigail Barnes,Female,09-01-2025,Corvallis
29214,Joseph,Martinez,Joseph Martinez,Male,15-02-2024,Westminster
29213,Jodi,Luo,Jodi Luo,Female,15-09-2024,Cliffside
29212,Jocelyn,Gonzales,Jocelyn Gonzales,Female,11-10-2024,Marysville
29211,Stephanie,Ross,Stephanie Ross,Female,05-12-2024,Lynnwood
29210,Devin,Peterson,Devin Peterson,Male,24-08-2024,Everett
29209,Jordan,Evans,Jordan Evans,Male,26-02-2024,Westminster
29208,Amber,Lopez,Amber Lopez,Female,23-07-2022,Bellingham
29207,Katelyn,James,Katelyn James,Female,24-07-2022,Tacoma
29206,Nicholas,Anderson,Nicholas Anderson,Male,18-04-2024,Grossmont
29205,David,Long,David Long,Male,28-11-2024,West Covina
29204,Austin,Sharma,Austin Sharma,Male,08-07-2022,Walla Walla
29203,Laura,Hu,Laura Hu,Female,28-07-2022,Chula Vista
29202,Jerry,Kumar,Jerry Kumar,Male,14-07-2022,Burien
29201,Kara,Jai,Kara Jai,Female,22-07-2022,Berkeley
29200,Jackson,Collins,Jackson Collins,Male,24-07-2024,Beaverton
29199,James,Wilson,James Wilson,Male,06-09-2024,Fremont
29198,Faith,Ramirez,Faith Ramirez,Female,17-07-2022,West Covina
29197,Morgan,Brown,Morgan Brown,Female,12-11-2024,Victoria
29196,Darren,Serrano,Darren Serrano,Male,09-04-2024,Gold Coast
29195,Barbara,Xu,Barbara Xu,Female,06-04-2024,Wollongong
29194,Grace,Powell,Grace Powell,Female,15-04-2024,Wollongong
29193,Alejandro,Liang,Alejandro Liang,Male,10-12-2024,Port Macquarie
29192,Jessica,Ramirez,Jessica Ramirez,Female,23-04-2024,Warrnambool
29191,Chelsea,Weber,Chelsea Weber,Female,16-04-2024,Sydney
29190,Kaitlin,Suri,Kaitlin Suri,Female,17-04-2024,Rhodes
29189,Roy,Dominguez,Roy Dominguez,Male,17-08-2024,North Sydney
29188,Colin,Kumar,Colin Kumar,Male,04-07-2024,Hawthorne
29187,Jerome,Ramos,Jerome Ramos,Male,23-10-2024,Bendigo
29186,Mathew,Serrano,Mathew Serrano,Male,17-09-2024,Townsville
29185,Warren,Li,Warren Li,Male,16-09-2024,Wollongong
29184,Kristi,Madan,Kristi Madan,Female,22-04-2024,Findon
29183,Gabrielle,Simmons,Gabrielle Simmons,Female,13-04-2024,Hervey Bay
29182,Wesley,Xu,Wesley Xu,Male,30-08-2024,Rhodes
29181,Melinda,Suarez,Melinda Suarez,Female,23-09-2024,Cloverdale
29180,Erik,Gomez,Erik Gomez,Male,28-04-2024,North Ryde
29179,Patricia,Mehta,Patricia Mehta,Female,30-03-2024,Warrnambool
29178,Candice,She,Candice She,Female,24-04-2024,North Ryde
29177,Frank,Martin,Frank Martin,Male,28-04-2024,Chula Vista
29176,Luke,Evans,Luke Evans,Male,18-04-2024,Shawnee
29175,Sean,Rivera,Sean Rivera,Male,31-07-2022,Burien
29174,Richard,Parker,Richard Parker,Male,04-07-2022,Puyallup
29173,Richard,Bradley,Richard Bradley,Male,27-04-2024,Yakima
29172,Arturo,Carson,Arturo Carson,Male,24-12-2024,Concord
29171,Jay,Alvarez,Jay Alvarez,Male,13-09-2024,Burien
29170,Alexandra,Adams,Alexandra Adams,Female,03-07-2022,Burlingame
29169,Victoria,Bailey,Victoria Bailey,Female,09-07-2022,Bremerton
29168,Derrick,Romero,Derrick Romero,Male,21-07-2022,Chula Vista
29167,Dawn,Shen,Dawn Shen,Female,04-07-2022,Bremerton
29166,Jaime,Hernandez,Jaime Hernandez,Male,13-07-2022,Berkeley
29165,Benjamin,Perry,Benjamin Perry,Male,26-02-2024,N. Vancouver
29164,Jennifer,James,Jennifer James,Female,09-06-2024,Oregon City
29163,Mason,Murphy,Mason Murphy,Male,11-07-2022,Portland
29162,Xavier,Murphy,Xavier Murphy,Male,20-05-2024,Salem
29161,Thomas,Martinez,Thomas Martinez,Male,29-10-2024,Oakland
29160,Logan,Baker,Logan Baker,Male,09-07-2024,Marysville
29159,Emma,Morgan,Emma Morgan,Female,23-04-2023,Vancouver
29158,Ian,Edwards,Ian Edwards,Male,10-07-2022,Burien
29157,Seth,Powell,Seth Powell,Male,17-07-2022,Santa Cruz
29156,Ashley,Barnes,Ashley Barnes,Female,22-07-2022,San Francisco
29155,Gabriella,Kelly,Gabriella Kelly,Female,28-07-2022,Puyallup
29154,Eduardo,Bennett,Eduardo Bennett,Male,25-04-2023,Langley
29153,Pedro,Arun,Pedro Arun,Male,14-05-2024,Beverly Hills
29152,Steven,Sanders,Steven Sanders,Male,18-03-2023,Vancouver
29151,Caroline,Long,Caroline Long,Female,04-07-2022,Chula Vista
29150,Wyatt,Griffin,Wyatt Griffin,Male,31-07-2022,Lake Oswego
29149,Ariana,Bell,Ariana Bell,Female,17-03-2023,Cliffside
29148,Gabriella,Murphy,Gabriella Murphy,Female,21-07-2022,Mill Valley
29147,Mary,Roberts,Mary Roberts,Female,27-07-2022,Marysville
29146,Ian,Henderson,Ian Henderson,Male,08-07-2022,Edmonds
29145,Shelby,Gray,Shelby Gray,Female,19-07-2022,Olympia
29144,Brandon,Zhang,Brandon Zhang,Male,24-07-2022,Redmond
29143,Grace,Jenkins,Grace Jenkins,Female,02-07-2022,Lakewood
29142,Ashley,Smith,Ashley Smith,Female,06-07-2022,Burlingame
29141,Suzanne,Wang,Suzanne Wang,Female,08-07-2022,Berkeley
29140,Richard,Ward,Richard Ward,Male,06-07-2022,Port Orchard
29139,Riley,Coleman,Riley Coleman,Female,06-06-2022,Torrance
29138,Eduardo,Wood,Eduardo Wood,Male,30-06-2022,Woodland Hills
29137,Jack,Allen,Jack Allen,Male,25-01-2024,Metchosin
29136,Caroline,Bryant,Caroline Bryant,Female,10-06-2022,Bellflower
29135,Adam,Allen,Adam Allen,Male,22-02-2023,Haney
29134,Pedro,Dominguez,Pedro Dominguez,Male,06-10-2024,Burien
29133,Sydney,King,Sydney King,Female,25-12-2024,Oregon City
29132,Brianna,Cook,Brianna Cook,Female,23-06-2022,Daly City
29131,Brandon,Coleman,Brandon Coleman,Male,10-12-2024,Glendale
29130,Hannah,Washington,Hannah Washington,Female,06-02-2024,Westminster
29129,Timothy,Watson,Timothy Watson,Male,03-05-2024,San Gabriel
29128,Alyssa,Reed,Alyssa Reed,Female,07-06-2022,Grossmont
29127,Bryan,Murphy,Bryan Murphy,Male,24-03-2024,Colma
29126,Chloe,Cox,Chloe Cox,Female,01-06-2022,Burbank
29125,Andrea,Reed,Andrea Reed,Female,11-11-2024,Yakima
29124,Angel,Edwards,Angel Edwards,Male,14-05-2024,Haney
29123,Tonya,Goel,Tonya Goel,Female,26-10-2024,Gold Coast
29122,Shannon,Munoz,Shannon Munoz,Male,30-07-2024,Perth
29121,Julie,Luo,Julie Luo,Female,10-09-2024,Brisbane
29120,Kaitlyn,Brown,Kaitlyn Brown,Female,08-06-2024,Gold Coast
29119,Lee,Oliver,Lee Oliver,Male,31-10-2024,Malabar
29118,Noah,Griffin,Noah Griffin,Male,05-08-2024,Cranbourne
29117,Glenn,She,Glenn She,Male,03-06-2024,Rockhampton
29116,Janelle,Patel,Janelle Patel,Female,08-04-2024,Melton
29115,Jacquelyn,Munoz,Jacquelyn Munoz,Female,13-04-2024,Melbourne
29114,Levi,Raman,Levi Raman,Male,13-04-2024,Rhodes
29113,Alícia,Anand,Alícia Anand,Female,24-04-2024,Cranbourne
29112,Edward,Powell,Edward Powell,Male,11-05-2024,Bellflower
29111,Dale,Anand,Dale Anand,Male,09-06-2022,Burbank
29110,Sydney,Smith,Sydney Smith,Female,17-06-2022,Los Angeles
29109,Elizabeth,Miller,Elizabeth Miller,Female,01-05-2024,San Francisco
29108,Seth,Evans,Seth Evans,Male,11-06-2022,El Cajon
29107,Tonya,Luo,Tonya Luo,Female,19-04-2024,Concord
29106,Calvin,Beck,Calvin Beck,Male,26-06-2022,Burlingame
29105,Martha,Ma,Martha Ma,Female,14-04-2024,Burbank
29104,Nathan,Zhang,Nathan Zhang,Male,06-11-2024,Victoria
